Object(s),Event,Timecode,Time,X,Y,Z,PLD Error,Re-projection Error,Nearest Camera Distance,Screen coordinates (may be multiple columns)
Subsample_5 15 (Omykiss),Length 153,0:00:06:36.395/60000,396.006592,16.101858,26.943647,26.374243,0.017155,1.188112,77.776833,
Subsample_5 15 (Omykiss),Length 153,0:00:06:36.395/60000,396.006592,11.376646,25.653502,25.554422,0.026926,1.399157,78.1502,
Subsample_5 15 (Omykiss),Drift_Forage 152,0:00:06:36.395/60000,396.006592,11.37882,25.592571,25.562218,0.026725,1.632526,78.092918,
Subsample_5 15 (Omykiss),Drift_Forage 159,0:00:06:48.395/60000,408.006592,20.959175,25.592369,24.368664,0.055393,1.627028,75.07225,
Subsample_5 15 (Omykiss),Drift_Forage 157,0:00:06:45.395/60000,405.006592,11.611193,26.928522,24.814606,0.028395,2.325437,79.242004,
Subsample_5 15 (Omykiss),Drift_Forage 154,0:00:06:39.395/60000,399.006592,8.648345,23.831715,23.778713,0.043083,1.370206,76.991669,
Subsample_5 15 (Omykiss),Length 158,0:00:06:42.395/60000,402.006592,10.907174,20.763676,20.591377,0.010032,0.985368,73.841118,
Subsample_5 15 (Omykiss),Length 155,0:00:06:39.395/60000,399.006592,13.480516,23.473249,25.354424,0.000975,1.399417,75.353226,
Subsample_5 15 (Omykiss),Drift_Forage 156,0:00:06:42.395/60000,402.006592,5.833257,20.283167,20.095591,0.036491,0.772459,73.613846,
Subsample_5 15 (Omykiss),Length 155,0:00:06:39.395/60000,399.006592,8.616928,23.94907,23.774086,0.043705,0.903572,77.110085,
Subsample_5 15 (Omykiss),Length 158,0:00:06:42.395/60000,402.006592,5.8156,20.290276,20.088015,0.036575,0.745288,73.622551,
Subsample_5 15 (Omykiss),Drift_Forage 161,0:00:06:54.395/60000,414.006592,15.566965,22.625849,24.391991,0.01813,1.574542,73.830116,
Subsample_5 15 (Omykiss),Drift_Forage 160,0:00:06:51.395/60000,411.006592,19.978947,22.571234,28.965345,0.08169,3.20694,72.582321,
Subsample_5 15 (Omykiss),Drift_Forage 162,0:00:06:57.395/60000,417.006592,11.987823,23.393911,25.821377,0.014459,1.825124,75.830742,
Subsample_5 15 (Omykiss),Drift_Forage 163,0:00:07:00.395/60000,420.006592,14.536018,27.092579,27.544935,0.00384,2.595084,78.45871,
Subsample_5 16 (Okisutch),Search_Forage 164,0:00:06:42.395/60000,402.006592,48.9235,14.527243,7.029369,0.152071,2.116292,64.431068,
Subsample_5 16 (Okisutch),Search_Forage 165,0:00:06:45.395/60000,405.006592,41.273911,11.753334,5.014964,0.141696,1.494745,61.776165,
Subsample_5 16 (Okisutch),Search_Forage 166,0:00:06:47.395/60000,407.006592,47.956833,7.092026,7.193985,0.11026,3.06703,57.189724,
Subsample_6 17 (Omykiss),Drift_Forage 169,0:00:08:00.395/60000,480.006592,10.553918,16.066872,20.86545,0.000092,0.917281,69.14753,
Subsample_5 16 (Okisutch),Length 168,0:00:06:44.23239/60000,404.387329,42.805843,12.977901,5.58089,0.144366,2.151579,62.815926,
Subsample_6 17 (Omykiss),Drift_Forage 170,0:00:08:03.395/60000,483.006592,6.507578,16.052048,22.254284,0.02973,1.171001,69.327408,
Subsample_5 16 (Okisutch),Length 167,0:00:06:44.15231/60000,404.253845,43.17667,13.257956,5.535695,0.147726,1.889785,63.112885,
Subsample_5 16 (Okisutch),Length 167,0:00:06:44.15231/60000,404.253845,51.212296,14.908811,5.352518,0.188839,2.423074,65.603668,
Subsample_5 16 (Okisutch),Length 168,0:00:06:44.23239/60000,404.387329,51.001545,15.274968,5.232829,0.192507,2.978777,65.948593,
Subsample_6 17 (Omykiss),Length 171,0:00:08:00.395/60000,480.006592,15.757821,15.881818,21.498734,0.030513,0.339261,67.493721,
Subsample_6 17 (Omykiss),Length 171,0:00:08:00.395/60000,480.006592,10.564642,15.898765,20.861429,0.000394,1.092952,68.979309,
Subsample_6 17 (Omykiss),Drift_Forage 173,0:00:08:06.395/60000,486.006592,-0.461419,17.950447,23.13685,0.089603,0.625593,72.09639,
Subsample_6 17 (Omykiss),Length 172,0:00:08:03.395/60000,483.006592,11.645617,16.012505,21.927614,0.005049,1.300272,69.075989,
Subsample_6 17 (Omykiss),Drift_Forage 174,0:00:08:09.395/60000,489.006592,-5.96493,20.336172,23.581335,0.142266,1.252813,75.566612,
Subsample_6 17 (Omykiss),Length 172,0:00:08:03.395/60000,483.006592,6.492396,16.004784,22.269781,0.029755,1.262477,69.281601,
Subsample_6 17 (Omykiss),Drift_Forage 175,0:00:08:12.395/60000,492.006592,-17.395208,19.151602,24.195642,0.213297,0.342468,77.972458,
Subsample_6 17 (Omykiss),Drift_Forage 176,0:00:08:15.395/60000,495.006592,-13.98216,19.801207,23.373255,0.187805,0.723207,77.344276,
Subsample_6 17 (Omykiss),Length 180,0:00:08:21.395/60000,501.006592,5.612878,21.207008,25.787588,0.067605,1.250655,74.648415,
Subsample_6 17 (Omykiss),Drift_Forage 178,0:00:08:21.395/60000,501.006592,0.428975,22.276934,24.81012,0.111993,1.100509,76.272568,
Subsample_6 17 (Omykiss),Drift_Forage 182,0:00:08:30.395/60000,510.006592,-21.439043,19.664572,23.29278,0.223122,0.083198,80.022896,
Subsample_6 17 (Omykiss),Drift_Forage 181,0:00:08:27.395/60000,507.006592,-22.0688,20.614349,23.788166,0.240305,0.014965,81.160004,
Subsample_6 17 (Omykiss),Drift_Forage 179,0:00:08:24.395/60000,504.006592,-12.589611,24.351517,24.504801,0.219448,0.454584,81.245834,
Subsample_6 17 (Omykiss),Length 180,0:00:08:21.395/60000,501.006592,0.432843,22.129826,24.754049,0.110991,1.009061,76.124397,
Subsample_6 17 (Omykiss),Search_Forage 177,0:00:08:18.395/60000,498.006592,9.459368,22.880774,27.023039,0.038491,2.148952,76.169907,
Subsample_6 18 (Omykiss),Search_Forage 183,0:00:08:15.395/60000,495.006592,22.85243,-3.962516,18.414503,0.026686,0.154932,46.734104,
Subsample_6 18 (Omykiss),Length 184,0:00:08:15.395/60000,495.006592,22.845657,-3.894532,18.437721,0.0273,0.075284,46.796337,
Subsample_6 18 (Omykiss),Search_Forage 185,0:00:08:18.395/60000,498.006592,3.522006,-9.642806,18.036297,0.045874,3.961712,44.372055,
Subsample_6 18 (Omykiss),Length 184,0:00:08:15.395/60000,495.006592,27.704803,-3.927209,18.288391,0.027562,1.195862,45.20652,
Subsample_6 18 (Omykiss),Search_Forage 186,0:00:08:21.395/60000,501.006592,-19.010666,-8.87158,15.947102,0.049387,4.056489,54.23634,
Subsample_6 18 (Omykiss),Search_Forage 187,0:00:08:24.395/60000,504.006592,6.556968,-2.73539,17.371771,0.007104,0.586902,50.794159,
Subsample_6 18 (Omykiss),Search_Forage 188,0:00:08:27.395/60000,507.006592,27.485966,1.816277,20.145166,0.071197,1.171858,50.578163,
Subsample_6 18 (Omykiss),Length 189,0:00:08:26.18348/60000,506.305786,28.154335,-1.659891,18.144104,0.037595,0.487305,47.271748,
Subsample_6 18 (Omykiss),Length 189,0:00:08:26.18348/60000,506.305786,23.713905,-2.934174,17.961515,0.027786,1.154951,47.432384,
Subsample_6 18 (Omykiss),Search_Forage 190,0:00:08:28.395/60000,508.006592,35.870716,6.374202,21.644958,0.104452,0.717976,53.578487,
Subsample_6 18 (Omykiss),Length 191,0:00:08:28.2452/60000,508.040863,36.290321,6.267085,21.822277,0.106243,1.265401,53.431301,
Subsample_6 18 (Omykiss),Length 191,0:00:08:28.2452/60000,508.040863,31.689114,4.607445,20.847923,0.08956,1.691881,52.381008,
Subsample_6 19 (Omykiss),Drift_Forage 192,0:00:08:21.395/60000,501.006592,-22.70887,-29.283552,12.422365,1.169798,1.187617,43.004707,
Subsample_6 19 (Omykiss),Length 194,0:00:08:24.395/60000,504.006592,-23.625711,-27.00758,11.560619,1.038053,1.260193,45.208927,
Subsample_6 19 (Omykiss),Drift_Forage 193,0:00:08:24.395/60000,504.006592,-23.688078,-26.968407,11.549685,1.034354,0.66506,45.28297,
Subsample_6 19 (Omykiss),Length 194,0:00:08:24.395/60000,504.006592,-24.590929,-22.284872,9.347749,0.831002,1.536749,49.310081,
Subsample_6 19 (Omykiss),Drift_Forage 195,0:00:08:27.395/60000,507.006592,-24.779497,-24.629625,11.354573,0.818368,1.063672,47.549488,
Subsample_6 19 (Omykiss),Drift_Forage 196,0:00:08:30.395/60000,510.006592,-25.691687,-21.529154,11.752361,0.540972,2.374971,50.065708,
Subsample_6 19 (Omykiss),Length 197,0:00:08:27.395/60000,507.006592,-24.948284,-20.121809,9.296054,0.659267,0.388803,50.95882,
Subsample_6 19 (Omykiss),Length 197,0:00:08:27.395/60000,507.006592,-24.725769,-24.654873,11.362367,0.820319,1.390263,47.491245,
Subsample_6 19 (Omykiss),Length 198,0:00:08:30.395/60000,510.006592,-25.740801,-21.483639,11.762931,0.536854,2.284773,50.129169,
Subsample_6 19 (Omykiss),Length 198,0:00:08:30.395/60000,510.006592,-25.375031,-17.022007,9.431192,0.456341,0.425565,53.281666,
