All measured points in VidSync project Porter_BACI_JTPool_30June2018_Part1
Object(s),Event,Timecode,Time,X,Y,Z,PLD Error,Re-projection Error,Nearest Camera Distance,Screen coordinates (may be multiple columns)
Subsample_4 7 (Omykiss),Drift_Forage 55,0:00:13:03.175/60000,783.002930,-33.927208,15.870873,-5.847772,0.161344,2.487150,78.998108,"RC: screen={271.156433105469000,404.802978515625000} undistorted={249.069152832031000,400.531463623047000} calibrationFrameFront={-16.786537808965000,-2.916224751959570} calibrationFrameBack={-39.021676198177200,-7.149552827538880}""LC: screen={472.093536376953000,402.812408447266000} undistorted={461.100677490234000,400.329040527344000} calibrationFrameFront={-24.379277812546400,-3.088882263986170} calibrationFrameBack={-36.668967401405000,-7.556348917721680}"
Subsample_4 7 (Omykiss),Drift_Forage 57,0:00:13:09.175/60000,789.002930,-34.028111,16.019764,-5.926910,0.161917,0.794594,79.187775,"RC: screen={271.700012207031000,402.429687500000000} undistorted={249.635192871094000,398.078918457031000} calibrationFrameFront={-16.746297922316400,-3.063216011799820} calibrationFrameBack={-38.968747225883100,-7.360109348727700}""LC: screen={471.945526123047000,403.686889648438000} undistorted={460.951202392578000,401.222595214844000} calibrationFrameFront={-24.384162390467400,-3.039038773203800} calibrationFrameBack={-36.676384979801100,-7.486115705152990}"
Subsample_4 7 (Omykiss),Search_Forage 63,0:00:13:27.175/60000,807.002930,-50.299107,28.836918,-7.701617,0.139524,2.817481,98.882111,"RC: screen={250.742187500000000,404.437438964844000} undistorted={227.055969238281000,399.997558593750000} calibrationFrameFront={-18.307218436581700,-2.990321195500550} calibrationFrameBack={-41.194785304803400,-7.279102984710600}""LC: screen={379.052398681641000,410.020019531250000} undistorted={362.284240722656000,407.006591796875000} calibrationFrameFront={-29.839737745722900,-2.484889170187460} calibrationFrameBack={-44.415866511446800,-6.798463965560120}"
Subsample_4 7 (Omykiss),Drift_Forage 54,0:00:13:00.175/60000,780.002930,-34.496632,16.594467,-6.069242,0.162206,2.576611,79.935059,"RC: screen={273.304748535156000,403.665588378906000} undistorted={251.373489379883000,399.370605468750000} calibrationFrameFront={-16.627369528688300,-2.981932584674620} calibrationFrameBack={-38.796525345344200,-7.241526498425000}""LC: screen={470.467407226562000,401.474761962891000} undistorted={459.372253417969000,398.947296142578000} calibrationFrameFront={-24.480480216755500,-3.161327163116130} calibrationFrameBack={-36.811529323445300,-7.660319077462940}"
Subsample_4 7 (Omykiss),Length 65,0:00:13:23.39171/60000,803.652832,-36.911095,14.821671,-6.966599,0.178933,1.232491,79.869316,"RC: screen={228.616043090820000,386.876953125000000} undistorted={203.015090942383000,381.602600097656000} calibrationFrameFront={-19.971699454967300,-4.155726839391340} calibrationFrameBack={-43.611037552415300,-8.980641092633150}""LC: screen={425.873260498047000,386.748352050781000} undistorted={411.988494873047000,383.469909667969000} calibrationFrameFront={-27.172387186726000,-3.907347726137770} calibrationFrameBack={-40.617943140376900,-8.760488269255040}"
Subsample_4 7 (Omykiss),Drift_Forage 56,0:00:13:06.175/60000,786.002930,-33.882519,16.006908,-5.780337,0.160101,3.928020,79.080215,"RC: screen={273.170349121094000,407.281066894531000} undistorted={251.257949829102000,403.111511230469000} calibrationFrameFront={-16.637267791627800,-2.756375906201950} calibrationFrameBack={-38.803769737411400,-6.917696624945780}""LC: screen={473.686309814453000,402.765106201172000} undistorted={462.782470703125000,400.293273925781000} calibrationFrameFront={-24.286080636865200,-3.094843434783790} calibrationFrameBack={-36.536956742308600,-7.563134560242710}"
Subsample_4 7 (Omykiss),Drift_Forage 58,0:00:13:12.175/60000,792.002930,-33.909756,16.072712,-5.989536,0.162416,1.239451,79.182098,"LC: screen={473.955047607422000,402.634063720703000} undistorted={463.065216064453000,400.161346435547000} calibrationFrameFront={-24.270892061421700,-3.102820011341550} calibrationFrameBack={-36.515372637471000,-7.574122792550330}""RC: screen={273.509460449219000,402.159423828125000} undistorted={251.581527709961000,397.813232421875000} calibrationFrameFront={-16.612248554757500,-3.075526277926290} calibrationFrameBack={-38.777799420206400,-7.375757114242860}"
Subsample_4 7 (Omykiss),Search_Forage 59,0:00:13:15.175/60000,795.002930,-34.159782,11.384559,-4.204613,0.153097,14.217884,75.114952,"RC: screen={216.581207275391000,429.907714843750000} undistorted={190.319076538086000,426.183715820312000} calibrationFrameFront={-20.884393790127900,-1.464159923792530} calibrationFrameBack={-44.823627236955400,-5.126550034143840}""LC: screen={430.908447265625000,402.363800048828000} undistorted={417.471160888672000,399.539825439453000} calibrationFrameFront={-26.804410376114200,-3.029292115203980} calibrationFrameBack={-40.105103466183100,-7.514519264560750}"
Subsample_4 7 (Omykiss),Length 64,0:00:13:23.36168/60000,803.602783,-35.167522,19.743404,-5.776522,0.148112,3.200454,82.905350,"LC: screen={484.781311035156000,412.502410888672000} undistorted={474.562561035156000,410.333831787109000} calibrationFrameFront={-23.594449535505400,-2.566903202619360} calibrationFrameBack={-35.563229482948100,-6.806414680383420}""RC: screen={299.790710449219000,413.000183105469000} undistorted={279.923309326172000,409.218750000000000} calibrationFrameFront={-14.678131951664400,-2.336450986992020} calibrationFrameBack={-35.996842782574600,-6.285293286545990}"
Subsample_4 7 (Omykiss),Length 64,0:00:13:23.36168/60000,803.602783,-35.678753,13.787037,-6.718682,0.177767,1.604857,78.309578,"RC: screen={229.114807128906000,387.052581787109000} undistorted={203.555496215820000,381.789184570312000} calibrationFrameFront={-19.934015896864100,-4.143231942942670} calibrationFrameBack={-43.556748066423200,-8.962074187125590}""LC: screen={433.164581298828000,387.889160156250000} undistorted={419.744628906250000,384.706634521484000} calibrationFrameFront={-26.736463591526700,-3.857064191212900} calibrationFrameBack={-40.000506113051200,-8.681787499631070}"
Subsample_4 7 (Omykiss),Search_Forage 62,0:00:13:24.175/60000,804.002930,-37.088360,12.664993,-7.949538,0.193336,0.447195,78.372856,"LC: screen={405.950317382812000,365.425262451172000} undistorted={390.584259033203000,361.357208251953000} calibrationFrameFront={-28.451014599871200,-5.085204646843350} calibrationFrameBack={-42.419415159914000,-10.446479147768600}""RC: screen={200.906204223633000,371.292175292969000} undistorted={172.936798095703000,365.164031982422000} calibrationFrameFront={-22.076965704990700,-5.225128734003070} calibrationFrameBack={-46.659461456887200,-10.553958306334200}"
Subsample_4 7 (Omykiss),Drift_Forage 61,0:00:13:21.175/60000,801.002930,-34.810654,16.963287,-6.061322,0.161176,0.347917,80.406166,"RC: screen={274.023498535156000,401.556152343750000} undistorted={252.130004882812000,397.192840576172000} calibrationFrameFront={-16.574204487971200,-3.111915035916260} calibrationFrameBack={-38.724610105610600,-7.427459907336390}""LC: screen={469.136138916016000,405.155609130859000} undistorted={457.994598388672000,402.703308105469000} calibrationFrameFront={-24.542579288269700,-2.950035514683830} calibrationFrameBack={-36.901584017128700,-7.363305434711320}"
Subsample_4 7 (Omykiss),Length 65,0:00:13:23.39171/60000,803.652832,-34.056190,18.618370,-5.728291,0.150860,0.659248,81.383179,"RC: screen={299.084564208984000,407.530639648438000} undistorted={279.122406005859000,403.562896728516000} calibrationFrameFront={-14.729746012463700,-2.677629813990680} calibrationFrameBack={-36.080259818290100,-6.775766202861400}""LC: screen={490.439514160156000,414.453704833984000} undistorted={480.539093017578000,412.368072509766000} calibrationFrameFront={-23.255355586771900,-2.468519816695400} calibrationFrameBack={-35.084329088716900,-6.661806165246870}"
Subsample_4 7 (Omykiss),Search_Forage 60,0:00:13:18.175/60000,798.002930,-35.697517,20.269157,-7.005326,0.161518,15.942030,83.806274,"LC: screen={482.526672363281000,415.926635742188000} undistorted={472.209503173828000,413.816955566406000} calibrationFrameFront={-23.711778286120400,-2.368631827791490} calibrationFrameBack={-35.731291791549900,-6.528769924129540}""RC: screen={299.189147949219000,380.632751464844000} undistorted={278.996307373047000,375.757385253906000} calibrationFrameFront={-14.723803097545700,-4.348303331894140} calibrationFrameBack={-36.119945917161300,-9.176608814778120}"
Subsample_3 8 (Omykiss),Length 73,0:00:12:04.24421/60000,724.407043,-68.618271,60.437542,0.088570,0.132015,2.570617,134.441544,"RC: screen={354.776550292969000,497.789062500000000} undistorted={339.132904052734000,496.791809082031000} calibrationFrameFront={-10.729903614925700,2.975345145103730} calibrationFrameBack={-30.236987840168500,1.366943573033440}""LC: screen={402.749328613281000,518.756652832031000} undistorted={387.982299804688000,518.742919921875000} calibrationFrameFront={-27.966663546367300,3.608237659416580} calibrationFrameBack={-41.819228721790600,1.835946692348040}"
Subsample_3 8 (Omykiss),Length 72,0:00:12:03.49386/60000,723.823120,-64.382759,56.268635,1.893721,0.115682,0.096870,128.555603,"LC: screen={413.430297851562000,530.259338378906000} undistorted={399.355712890625000,530.528808593750000} calibrationFrameFront={-27.292115639408800,4.226216354140000} calibrationFrameBack={-40.869023789819400,2.718460537786730}""RC: screen={356.534545898438000,512.554687500000000} undistorted={341.030456542969000,511.962677001953000} calibrationFrameFront={-10.611170651051400,3.878652712147590} calibrationFrameBack={-30.045913875004400,2.654822401476890}"
Subsample_3 8 (Omykiss),Length 73,0:00:12:04.24421/60000,724.407043,-69.401039,53.406631,0.190717,0.080936,0.601488,129.126266,"RC: screen={304.426635742188000,498.638977050781000} undistorted={285.317504882812000,497.592590332031000} calibrationFrameFront={-14.357184849451800,2.975351948094470} calibrationFrameBack={-35.388585841817500,1.316463280221110}""LC: screen={357.521545410156000,512.345031738281000} undistorted={339.659729003906000,512.147705078125000} calibrationFrameFront={-30.663681431016800,3.362762980789310} calibrationFrameBack={-45.643623452341200,1.447964372291670}"
Subsample_3 8 (Omykiss),Drift_Forage 71,0:00:12:15.175/60000,735.002930,-59.621002,37.824383,1.272436,0.007565,3.411901,110.746758,"LC: screen={342.783599853516000,509.670288085938000} undistorted={323.872039794922000,509.388977050781000} calibrationFrameFront={-31.548088861122500,3.249368594860400} calibrationFrameBack={-46.898432951685600,1.274153297022420}""RC: screen={256.191833496094000,505.874359130859000} undistorted={233.420303344727000,505.005279541016000} calibrationFrameFront={-17.920978510374800,3.377179855816290} calibrationFrameBack={-40.442506758994900,1.839763941738330}"
Subsample_3 8 (Omykiss),Drift_Forage 69,0:00:12:09.175/60000,729.002930,-73.315186,55.152882,-0.951912,0.082738,3.947210,132.908859,"LC: screen={336.867858886719000,498.376586914062000} undistorted={317.520019531250000,497.756103515625000} calibrationFrameFront={-31.947830673594900,2.626193526041330} calibrationFrameBack={-47.460101403834800,0.387476527371614}""RC: screen={290.823425292969000,495.451232910156000} undistorted={270.703796386719000,494.284362792969000} calibrationFrameFront={-15.351635646070500,2.763340843266720} calibrationFrameBack={-36.808039941110000,1.000309085746940}"
Subsample_3 8 (Omykiss),Length 72,0:00:12:03.49386/60000,723.823120,-57.384338,56.758213,1.704572,0.123161,0.762492,125.270912,"RC: screen={406.259399414062000,509.879638671875000} undistorted={393.776275634766000,509.254455566406000} calibrationFrameFront={-7.119399675054150,3.757509650338820} calibrationFrameBack={-25.097321428802500,2.530393876927080}""LC: screen={472.565521240234000,532.188476562500000} undistorted={462.056182861328000,532.458496093750000} calibrationFrameFront={-23.825517559702400,4.181159533394370} calibrationFrameBack={-35.958285742879100,2.707155211427350}"
Subsample_3 8 (Omykiss),Drift_Forage 67,0:00:12:03.175/60000,723.002930,-58.296494,54.557255,2.158855,0.109906,0.968439,123.840050,"LC: screen={454.111541748047000,532.826049804688000} undistorted={442.544036865234000,533.124206542969000} calibrationFrameFront={-24.899091700277000,4.264435634068050} calibrationFrameBack={-37.478960654710000,2.808440189366600}""RC: screen={386.719879150391000,514.847167968750000} undistorted={373.099761962891000,514.330993652344000} calibrationFrameFront={-8.483071824236170,4.042092642134100} calibrationFrameBack={-27.023980104207500,2.916516331471670}"
Subsample_3 8 (Omykiss),Drift_Forage 66,0:00:12:00.175/60000,720.002930,-64.396141,54.993580,0.651011,0.099041,0.341731,127.550308,"LC: screen={407.216979980469000,519.092163085938000} undistorted={392.743011474609000,519.087219238281000} calibrationFrameFront={-27.702349717304300,3.615672347186120} calibrationFrameBack={-41.444519625664200,1.850480833831040}""RC: screen={348.237030029297000,502.401672363281000} undistorted={332.175018310547000,501.522949218750000} calibrationFrameFront={-11.197666174337100,3.250782522093760} calibrationFrameBack={-30.894010328055900,1.752819233545130}"
Subsample_3 8 (Omykiss),Search_Forage 68,0:00:12:06.175/60000,726.002930,-73.455345,54.766445,-0.999509,0.079393,1.498010,132.687271,"LC: screen={333.306854248047000,502.602508544922000} undistorted={313.707763671875000,502.104583740234000} calibrationFrameFront={-32.140676889246700,2.874068240170220} calibrationFrameBack={-47.736532170424500,0.734711920147192}""RC: screen={287.089538574219000,489.431915283203000} undistorted={266.674987792969000,488.066223144531000} calibrationFrameFront={-15.623880867471700,2.385407749143520} calibrationFrameBack={-37.206177811614200,0.457397420434863}"
Subsample_3 8 (Omykiss),Drift_Forage 70,0:00:12:12.175/60000,732.002930,-69.172585,47.986271,0.456886,0.044159,5.522729,124.632889,"RC: screen={267.539031982422000,505.319732666016000} undistorted={245.659103393555000,504.442932128906000} calibrationFrameFront={-17.075555191088900,3.353389904560970} calibrationFrameBack={-39.241163273078000,1.817567836372220}""LC: screen={325.606048583984000,504.794952392578000} undistorted={305.452453613281000,504.357025146484000} calibrationFrameFront={-32.588068732286700,3.017495961218640} calibrationFrameBack={-48.373655337374700,0.930437621498739}"
Subsample_3 9 (Omykiss),Drift_Forage 82,0:00:12:24.175/60000,744.002930,-34.543167,16.311150,-6.038387,0.162747,0.012253,79.714668,"LC: screen={467.603210449219000,403.503112792969000} undistorted={456.361724853516000,401.000213623047000} calibrationFrameFront={-24.639714685516300,-3.040488038979160} calibrationFrameBack={-37.038216485951200,-7.492610027730470}""RC: screen={269.627807617188000,400.973175048828000} undistorted={247.391128540039000,396.554840087891000} calibrationFrameFront={-16.900007663635900,-3.159557064216190} calibrationFrameBack={-39.191102824766000,-7.500874346442060}"
Subsample_3 9 (Omykiss),Drift_Forage 75,0:00:12:03.175/60000,723.002930,-33.787624,15.742771,-6.302294,0.167035,0.131836,78.890068,"LC: screen={473.298522949219000,398.854492187500000} undistorted={462.341613769531000,396.288970947266000} calibrationFrameFront={-24.325817233789000,-3.315632176735710} calibrationFrameBack={-36.590993245048500,-7.875309388926250}""RC: screen={271.068237304688000,396.365631103516000} undistorted={248.903594970703000,391.795715332031000} calibrationFrameFront={-16.793379812977200,-3.443989566905110} calibrationFrameBack={-39.047623674738600,-7.908027136617130}"
Subsample_4 11 (Omykiss),Length 98,0:00:13:03.1935/60000,783.032227,21.039900,26.003822,-11.668434,0.110082,2.076518,79.485474,"RC: screen={951.882873535156000,325.590637207031000} undistorted={952.032958984375000,324.270996093750000} calibrationFrameFront={26.527652064511800,-5.846400643146070} calibrationFrameBack={22.441899196094700,-10.686156822353500}""LC: screen={1192.893310546880000,389.074890136719000} undistorted={1194.027221679690000,388.390563964844000} calibrationFrameFront={16.072064095345800,-5.474638907344480} calibrationFrameBack={20.104238992048900,-10.192863477378700}"
Subsample_4 11 (Omykiss),Drift_Forage 92,0:00:13:12.175/60000,792.002930,26.546701,21.811192,-11.963079,0.114571,0.114943,74.586281,"RC: screen={1010.268005371090000,309.635650634766000} undistorted={1010.895324707030000,307.877227783203000} calibrationFrameFront={29.748442809004300,-6.599665828161200} calibrationFrameBack={26.996880091900500,-11.714979983145000}""LC: screen={1272.302734375000000,374.717163085938000} undistorted={1274.874023437500000,373.450408935547000} calibrationFrameFront={20.489787915327000,-6.489618895240260} calibrationFrameBack={26.249990306138700,-11.531484218574000}"
Subsample_3 9 (Omykiss),Search_Forage 83,0:00:12:27.175/60000,747.002930,-34.147015,15.098391,-5.452211,0.159065,0.909442,78.398003,"LC: screen={462.750000000000000,409.109313964844000} undistorted={451.273620605469000,406.700347900391000} calibrationFrameFront={-24.900211383027400,-2.712815004729190} calibrationFrameBack={-37.410401781240600,-7.034819199146420}""RC: screen={260.136810302734000,405.011901855469000} undistorted={237.195068359375000,400.664001464844000} calibrationFrameFront={-17.605621430502500,-2.930683334922260} calibrationFrameBack={-40.191237696440500,-7.182757249614360}"
Subsample_4 11 (Omykiss),Drift_Forage 96,0:00:13:24.175/60000,804.002930,26.555632,22.264967,-11.756102,0.112036,0.707957,74.973076,"LC: screen={1270.739013671880000,379.456115722656000} undistorted={1273.246704101560000,378.255828857422000} calibrationFrameFront={20.408345368536400,-6.220062841054110} calibrationFrameBack={26.134031166559500,-11.156502634962200}""RC: screen={1011.235107421880000,312.839996337891000} undistorted={1011.857788085940000,311.137969970703000} calibrationFrameFront={29.798719636086600,-6.422996806352970} calibrationFrameBack={27.066015784962100,-11.461016340432200}"
Subsample_3 9 (Omykiss),Drift_Forage 81,0:00:12:21.175/60000,741.002930,-34.337990,16.164154,-5.949428,0.161983,0.569474,79.471619,"RC: screen={270.120880126953000,402.301086425781000} undistorted={247.933273315430000,397.933502197266000} calibrationFrameFront={-16.863388780494400,-3.075254945654450} calibrationFrameBack={-39.136242032572700,-7.379187159026510}""LC: screen={469.056335449219000,403.843811035156000} undistorted={457.900054931641000,401.360351562500000} calibrationFrameFront={-24.552961653703400,-3.024184264594420} calibrationFrameBack={-36.915538911300300,-7.468097460480300}"
Subsample_4 11 (Omykiss),Drift_Forage 95,0:00:13:21.175/60000,801.002930,26.503201,22.257961,-12.091603,0.116373,1.248505,75.052299,"RC: screen={1010.609558105470000,310.483917236328000} undistorted={1011.236450195310000,308.740203857422000} calibrationFrameFront={29.766422282520700,-6.552713014641900} calibrationFrameBack={27.021774629165900,-11.647406330068500}""LC: screen={1270.257568359380000,373.279663085938000} undistorted={1272.793579101560000,372.008880615234000} calibrationFrameFront={20.373049914281500,-6.564508213088720} calibrationFrameBack={26.088867786764800,-11.638194639003000}"
Subsample_4 11 (Omykiss),Length 99,0:00:13:03.30964/60000,783.516052,18.738832,24.210661,-11.179669,0.108216,3.211786,78.175041,"LC: screen={1168.998291015620000,389.934265136719000} undistorted={1169.852050781250000,389.359008789062000} calibrationFrameFront={14.744573304777500,-5.364524778111450} calibrationFrameBack={18.257249388145800,-10.062610051696500}""RC: screen={919.423706054688000,326.690551757812000} undistorted={919.377746582031000,325.402496337891000} calibrationFrameFront={24.720522026588500,-5.854909664782000} calibrationFrameBack={19.888823398715200,-10.726563467067400}"
Subsample_3 9 (Omykiss),Drift_Forage 76,0:00:12:06.175/60000,726.002930,-33.986702,16.955357,-7.694588,0.180507,6.620181,80.250290,"LC: screen={481.431213378906000,377.451538085938000} undistorted={470.737182617188000,374.454406738281000} calibrationFrameFront={-23.942711576615000,-4.546548711292640} calibrationFrameBack={-36.036228179669500,-9.605037743547180}""RC: screen={282.566406250000000,388.671569824219000} undistorted={261.210906982422000,383.927154541016000} calibrationFrameFront={-15.943769609596000,-3.893821655260800} calibrationFrameBack={-37.848286947249300,-8.541736964226490}"
Subsample_4 11 (Omykiss),Drift_Forage 91,0:00:13:09.175/60000,789.002930,26.581224,22.025759,-12.059199,0.115868,0.152046,74.810432,"LC: screen={1272.004638671880000,374.138977050781000} undistorted={1274.573120117190000,372.867187500000000} calibrationFrameFront={20.472281967201900,-6.521179963052590} calibrationFrameBack={26.226053528645700,-11.575879529381700}""RC: screen={1011.101074218750000,309.088378906250000} undistorted={1011.738220214840000,307.316101074219000} calibrationFrameFront={29.794331582814500,-6.627825960806800} calibrationFrameBack={27.061961001536500,-11.754616492303700}"
Subsample_4 11 (Omykiss),Search_Forage 97,0:00:13:27.175/60000,807.002930,15.063679,9.982922,-9.170799,0.094666,0.757028,63.528145,"RC: screen={814.143554687500000,315.306823730469000} undistorted={813.252624511719000,313.513916015625000} calibrationFrameFront={18.730818900406600,-6.741706759493550} calibrationFrameBack={11.417869967963900,-12.092733949064300}""LC: screen={1149.728515625000000,367.037414550781000} undistorted={1150.486816406250000,366.365203857422000} calibrationFrameFront={13.633760779178100,-6.591314595177820} calibrationFrameBack={16.725251679688800,-11.798377019513900}"
Subsample_4 11 (Omykiss),Drift_Forage 93,0:00:13:15.175/60000,795.002930,26.544897,22.073452,-12.009370,0.115249,0.521185,74.849609,"LC: screen={1271.379394531250000,374.509460449219000} undistorted={1273.931884765620000,373.246215820312000} calibrationFrameFront={20.437670367664700,-6.498714863942660} calibrationFrameBack={26.177789745301400,-11.545133614209000}""RC: screen={1010.760559082030000,310.241699218750000} undistorted={1011.389770507810000,308.492767333984000} calibrationFrameFront={29.774850975380300,-6.565617188394380} calibrationFrameBack={27.033808671038800,-11.665766836355400}"
Subsample_3 9 (Omykiss),Surface_Strike 78,0:00:12:12.175/60000,732.002930,-33.334763,29.528269,-0.230965,0.038581,0.637755,90.006912,"RC: screen={405.498107910156000,479.388092041016000} undistorted={392.895507812500000,478.023010253906000} calibrationFrameFront={-7.160711143375230,1.916448812539750} calibrationFrameBack={-25.196230614089700,-0.092267916833723}""LC: screen={561.635681152344000,500.781250000000000} undistorted={555.458618164062000,500.526153564453000} calibrationFrameFront={-18.790723255577400,2.208627910733820} calibrationFrameBack={-28.820494466146800,0.004300002209160}"
Subsample_4 11 (Omykiss),Length 99,0:00:13:03.30964/60000,783.516052,23.979935,21.900827,-12.139763,0.118270,1.456086,75.118919,"LC: screen={1240.010742187500000,372.787475585938000} undistorted={1241.950927734380000,371.701171875000000} calibrationFrameFront={18.676911644014400,-6.509534815580710} calibrationFrameBack={23.734260084755200,-11.592230897783500}""RC: screen={977.787292480469000,307.378234863281000} undistorted={978.151672363281000,305.684875488281000} calibrationFrameFront={27.969938082616300,-6.790790946725020} calibrationFrameBack={24.486998950062700,-12.017028140019600}"
Subsample_3 9 (Omykiss),Search_Forage 79,0:00:12:15.175/60000,735.002930,-38.440460,30.706957,-0.681232,0.042492,0.149120,93.432610,"LC: screen={513.086059570312000,494.248352050781000} undistorted={504.695617675781000,493.814636230469000} calibrationFrameFront={-21.616314040057400,1.961770777379050} calibrationFrameBack={-32.810638944731400,-0.387992044334038}""RC: screen={369.581176757812000,476.945068359375000} undistorted={354.820770263672000,475.415679931641000} calibrationFrameFront={-9.673528445060310,1.721571953174440} calibrationFrameBack={-28.767950988631000,-0.405762380685435}"
Subsample_3 9 (Omykiss),Drift_Forage 77,0:00:12:09.175/60000,729.002930,-34.354202,16.167677,-5.995459,0.162532,0.144166,79.490021,"LC: screen={468.896972656250000,403.895263671875000} undistorted={457.732055664062000,401.411743164062000} calibrationFrameFront={-24.562088389582600,-3.020940056402830} calibrationFrameBack={-36.928494709799400,-7.463679279023780}""RC: screen={269.966308593750000,401.038787841797000} undistorted={247.756317138672000,396.625427246094000} calibrationFrameFront={-16.874893704189400,-3.154588976317320} calibrationFrameBack={-39.155101729334900,-7.493353130913060}"
Subsample_3 9 (Omykiss),Length 84,0:00:12:09.55752/60000,729.929199,-27.881561,9.742987,8.701606,0.020051,4.126061,69.755310,"LC: screen={492.589172363281000,603.800659179688000} undistorted={482.929595947266000,605.461730957031000} calibrationFrameFront={-22.404694700593800,8.109589871503720} calibrationFrameBack={-33.987707411814600,8.266444559720590}""RC: screen={265.682312011719000,587.248107910156000} undistorted={243.552978515625000,589.110473632812000} calibrationFrameFront={-17.264833676592900,8.465293361923530} calibrationFrameBack={-39.353154958277900,9.078560410512320}"
Subsample_3 9 (Omykiss),Length 84,0:00:12:09.55752/60000,729.929199,-25.790047,6.351762,11.568901,0.006409,8.647285,65.942398,"RC: screen={247.290649414062000,634.778808593750000} undistorted={223.430603027344000,638.421447753906000} calibrationFrameFront={-18.682728217191500,11.453363502639200} calibrationFrameBack={-41.267992170722300,13.285875677432900}""LC: screen={492.627075195312000,647.852172851562000} undistorted={482.655212402344000,650.454772949219000} calibrationFrameFront={-22.254293374427500,10.548601025912300} calibrationFrameBack={-33.799654304840800,11.706280423144100}"
Subsample_3 9 (Omykiss),Search_Forage 80,0:00:12:18.175/60000,738.002930,-34.088932,16.128735,-5.857047,0.160804,0.238509,79.300240,"LC: screen={471.885986328125000,405.853088378906000} undistorted={460.905120849609000,403.438323974609000} calibrationFrameFront={-24.378264210758400,-2.916228290448970} calibrationFrameBack={-36.669270258660100,-7.312754859406070}""RC: screen={272.236755371094000,402.441467285156000} undistorted={250.213333129883000,398.095275878906000} calibrationFrameFront={-16.706519757390100,-3.061121790812100} calibrationFrameBack={-38.911908665221900,-7.356495615878220}"
Subsample_3 9 (Omykiss),Drift_Forage 74,0:00:12:00.175/60000,720.002930,-34.057381,15.694161,-5.909925,0.162697,0.462304,78.924721,"RC: screen={267.748565673828000,400.833312988281000} undistorted={245.365402221680000,396.395263671875000} calibrationFrameFront={-17.039496655845400,-3.173111145169440} calibrationFrameBack={-39.390636707187800,-7.522475504768200}""LC: screen={469.018798828125000,404.177978515625000} undistorted={457.863006591797000,401.702026367188000} calibrationFrameFront={-24.553711211496800,-3.005174671745360} calibrationFrameBack={-36.916791538474800,-7.441291105915920}"
Subsample_3 9 (Omykiss),Length 85,0:00:12:10.13770/60000,730.229492,-25.043303,7.032352,15.536087,0.033275,2.067461,66.609489,"RC: screen={265.614410400391000,682.931213378906000} undistorted={242.785644531250000,688.169677734375000} calibrationFrameFront={-17.369317135416400,14.446779177971600} calibrationFrameBack={-39.318104931480900,17.518504860829100}""LC: screen={506.356445312500000,716.865112304688000} undistorted={496.368927001953000,720.979553222656000} calibrationFrameFront={-21.247172887295700,14.316217378745500} calibrationFrameBack={-32.413906662900800,17.027995718328400}"
Subsample_3 9 (Omykiss),Length 85,0:00:12:10.13770/60000,730.229492,-23.101471,3.762638,18.771841,0.065375,4.502042,63.403347,"RC: screen={246.429092407227000,741.032409667969000} undistorted={221.385314941406000,748.781860351562000} calibrationFrameFront={-18.882083744272200,18.140939706041600} calibrationFrameBack={-41.337377372559100,22.684456211511300}""LC: screen={505.952423095703000,778.097229003906000} undistorted={495.072814941406000,783.953918457031000} calibrationFrameFront={-21.091103731084800,17.692109881942500} calibrationFrameBack={-32.227526159772400,21.785755711698900}"
Subsample_4 11 (Omykiss),Length 98,0:00:13:03.1935/60000,783.032227,17.102749,22.880112,-9.654291,0.092296,1.122086,76.356071,"RC: screen={895.773681640625000,347.042114257812000} undistorted={895.613830566406000,346.042846679688000} calibrationFrameFront={23.383438746514100,-4.781847361695240} calibrationFrameBack={17.993756685833000,-9.210543827699270}""LC: screen={1151.035888671880000,399.862426757812000} undistorted={1151.681274414060000,399.420562744141000} calibrationFrameFront={13.765073613567900,-4.766186422896640} calibrationFrameBack={16.888088552301700,-9.243229725738540}"
Subsample_4 11 (Omykiss),Search_Forage 90,0:00:13:06.175/60000,786.002930,26.282612,22.219181,-11.998616,0.115220,0.910082,75.024490,"LC: screen={1267.623291015620000,374.525024414062000} undistorted={1270.094970703120000,373.286346435547000} calibrationFrameFront={20.226854728392100,-6.487539496150450} calibrationFrameBack={25.885191235627800,-11.533353104863200}""RC: screen={1007.738647460940000,311.321289062500000} undistorted={1008.336547851560000,309.604919433594000} calibrationFrameFront={29.609054254651200,-6.512837418139790} calibrationFrameBack={26.799190347627000,-11.592737921923100}"
Subsample_4 11 (Omykiss),Drift_Forage 94,0:00:13:18.175/60000,798.002930,26.646105,21.249302,-11.762131,0.111750,0.517155,73.984619,"RC: screen={1010.460571289060000,309.824920654297000} undistorted={1011.088806152340000,308.069305419922000} calibrationFrameFront={29.758804846380300,-6.588953141217580} calibrationFrameBack={27.011397921527900,-11.699463499385100}""LC: screen={1275.478027343750000,376.259277343750000} undistorted={1278.109375000000000,374.990509033203000} calibrationFrameFront={20.670138229432300,-6.411986640364240} calibrationFrameBack={26.499313789305200,-11.419796064862800}"
